event_type,protein_id, protein parent id,shine_dal,length,concentration,hamming_dist,dist_next_protein,nb_proteins,dna_length,m,w,h,c,f
 ,1,1,50744,16,0,4,1122,15,51608,0.253968,0.0247312,1,0.2,functional
S_DEL,7,7,258,21,0,4,1122,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5474,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,14,14,3413,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,13,13,3416,10,0,11,13239,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,14614,16,0,4,14356,15,51606,0.253968,0.0247312,1,0.2,functional
 ,11,11,15736,21,0,4,1122,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,16655,15,0,11,3657,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,20312,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,9,9,20315,10,0,11,12615,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,29868,15,0,4,14132,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,32930,21,0,11,7182,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,16,16,40112,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,17,17,40115,10,0,11,7194,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,47309,10,0,11,5474,15,51606,0.285714,0.0190476,1,0.2,functional
 ,1,1,50742,16,0,4,1122,15,51606,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5406,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,16,16,6577,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,17,17,6580,10,0,11,7194,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,13774,10,0,11,13307,15,51606,0.285714,0.0190476,1,0.2,functional
 ,15,15,25040,16,0,4,24782,15,51606,0.253968,0.0247312,1,0.2,functional
 ,11,11,26162,21,0,4,1122,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,27081,15,0,11,3657,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,30738,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,9,9,30741,10,0,11,12615,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,3,3,40294,15,0,4,14132,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,43356,21,0,11,4018,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,14,14,47374,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,13,13,47377,10,0,11,5406,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,1,1,50742,16,0,4,1122,15,51606,0.253968,0.0247312,1,0.2,functional
TRANS,7,7,258,21,0,4,1122,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5406,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,3883,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,9,9,3886,10,0,11,9267,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,11112,16,0,4,10854,15,51606,0.253968,0.0247312,1,0.2,functional
 ,11,11,12234,21,0,4,1122,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,13153,15,0,11,6351,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,16,16,19504,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,17,17,19507,10,0,11,7194,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,26701,10,0,11,16655,15,51606,0.285714,0.0190476,1,0.2,functional
 ,3,3,40294,15,0,4,28060,15,51606,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,43356,21,0,11,4018,15,51606,0.365079,0.021164,0.753425,0.2,functional
 ,14,14,47374,9,0,11,3,15,51606,0.666667,0.0333333,1,0.2,functional
 ,13,13,47377,10,0,11,5406,15,51606,0.666667,0.0333333,-0.333333,0.2,functional
 ,1,1,50742,16,0,4,1122,15,51606,0.253968,0.0247312,1,0.2,functional
DUPL,7,7,258,21,0,4,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5406,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,10,10,3883,9,0,11,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,9,9,3886,10,0,11,9267,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,15,15,11112,16,0,4,10854,25,72390,0.253968,0.0247312,1,0.2,functional
 ,11,11,12234,21,0,4,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,12,12,13153,15,0,11,6351,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,16,16,19504,9,0,11,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,17,17,19507,10,0,11,7194,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,26701,10,0,11,6413,25,72390,0.285714,0.0190476,1,0.2,functional
 ,25,14,33114,9,0,11,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,26,13,33117,10,0,11,5406,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,27,1,36482,16,0,4,24248,25,72390,0.253968,0.0247312,1,0.2,functional
 ,18,7,37604,21,0,4,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,19,8,38523,15,0,11,2706,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,20,10,41229,9,0,11,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,21,9,41232,10,0,11,9267,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,22,15,48458,16,0,4,10854,25,72390,0.253968,0.0247312,1,0.2,functional
 ,23,11,49580,21,0,4,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,24,12,50499,15,0,11,13641,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,3,3,61078,15,0,4,11498,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,5,5,64140,21,0,11,4018,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,14,14,68158,9,0,11,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,13,13,68161,10,0,11,5406,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,1,1,71526,16,0,4,1122,25,72390,0.253968,0.0247312,1,0.2,functional
INV,7,7,258,21,0,4,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5406,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,3,3,3826,15,0,11,11498,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,24,24,14405,15,0,4,14147,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,23,23,15324,21,0,11,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,22,22,16446,16,0,11,10854,25,72390,0.253968,0.0247312,1,0.2,functional
 ,21,21,23672,10,0,4,9267,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,23675,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,19,19,26381,15,0,4,2706,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,27300,21,0,11,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,28422,16,0,11,24248,25,72390,0.253968,0.0247312,1,0.2,functional
 ,26,26,31787,10,0,4,5406,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,31790,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,6,6,38203,10,0,4,6413,25,72390,0.285714,0.0190476,1,0.2,functional
 ,17,17,45397,10,0,4,7194,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,45400,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,12,12,51751,15,0,4,6351,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,11,11,52670,21,0,11,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,15,15,53792,16,0,11,10348,25,72390,0.253968,0.0247312,1,0.2,functional
 ,9,9,61018,10,0,4,9267,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,10,10,61021,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,5,5,64140,21,0,11,4018,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,14,14,68158,9,0,11,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,13,13,68161,10,0,11,5406,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,1,1,71526,16,0,4,1122,25,72390,0.253968,0.0247312,1,0.2,functional
INV,7,7,258,21,0,4,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,8,8,1177,15,0,11,5406,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,3,3,3826,15,0,11,11498,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,24,24,14405,15,0,4,14147,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,23,23,15324,21,0,11,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,22,22,16446,16,0,11,10854,25,72390,0.253968,0.0247312,1,0.2,functional
 ,21,21,23672,10,0,4,9267,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,23675,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,19,19,26381,15,0,4,2706,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,27300,21,0,11,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,28422,16,0,11,24248,25,72390,0.253968,0.0247312,1,0.2,functional
 ,26,26,31787,10,0,4,5406,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,31790,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,6,6,38203,10,0,4,6413,25,72390,0.285714,0.0190476,1,0.2,functional
 ,17,17,45397,10,0,4,7194,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,45400,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,12,12,51751,15,0,4,6351,25,72390,0.333333,0.0222222,0.779528,0.2,functional
 ,11,11,52670,21,0,11,1122,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,15,15,53792,16,0,11,10348,25,72390,0.253968,0.0247312,1,0.2,functional
 ,9,9,61018,10,0,4,9267,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,10,10,61021,9,0,4,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,5,5,64140,21,0,11,4018,25,72390,0.365079,0.021164,0.753425,0.2,functional
 ,14,14,68158,9,0,11,3,25,72390,0.666667,0.0333333,1,0.2,functional
 ,13,13,68161,10,0,11,5406,25,72390,0.666667,0.0333333,-0.333333,0.2,functional
 ,1,1,71526,16,0,4,1122,25,72390,0.253968,0.0247312,1,0.2,functional
DEL,21,21,2339,10,0,4,2799,10,24527,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,10,24527,0.666667,0.0333333,1,0.2,functional
 ,19,19,5048,15,0,4,2706,10,24527,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,5967,21,0,11,23405,10,24527,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,7089,16,0,11,23405,10,24527,0.253968,0.0247312,1,0.2,functional
 ,26,26,10454,10,0,4,5406,10,24527,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,10457,9,0,4,3,10,24527,0.666667,0.0333333,1,0.2,functional
 ,6,6,16870,10,0,4,6413,10,24527,0.285714,0.0190476,1,0.2,functional
 ,17,17,24064,10,0,4,7194,10,24527,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,24067,9,0,4,2799,10,24527,0.666667,0.0333333,1,0.2,functional
S_DEL,21,21,2339,10,0,4,2799,10,24524,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,10,24524,0.666667,0.0333333,1,0.2,functional
 ,19,19,5045,15,0,4,2703,10,24524,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,5964,21,0,11,23402,10,24524,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,7086,16,0,11,23402,10,24524,0.253968,0.0247312,1,0.2,functional
 ,26,26,10451,10,0,4,5406,10,24524,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,10454,9,0,4,3,10,24524,0.666667,0.0333333,1,0.2,functional
 ,6,6,16867,10,0,4,6413,10,24524,0.285714,0.0190476,1,0.2,functional
 ,17,17,24061,10,0,4,7194,10,24524,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,24064,9,0,4,2799,10,24524,0.666667,0.0333333,1,0.2,functional
DUPL,21,21,2339,10,0,4,2799,12,28548,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,12,28548,0.666667,0.0333333,1,0.2,functional
 ,19,19,5045,15,0,4,2703,12,28548,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,5964,21,0,11,27426,12,28548,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,7086,16,0,11,27426,12,28548,0.253968,0.0247312,1,0.2,functional
 ,28,17,12540,10,0,4,7495,12,28548,0.666667,0.0333333,-0.333333,0.2,functional
 ,29,16,12543,9,0,4,3,12,28548,0.666667,0.0333333,1,0.2,functional
 ,26,26,14475,10,0,4,1932,12,28548,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,14478,9,0,4,3,12,28548,0.666667,0.0333333,1,0.2,functional
 ,6,6,20891,10,0,4,6413,12,28548,0.285714,0.0190476,1,0.2,functional
 ,17,17,28085,10,0,4,7194,12,28548,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,28088,9,0,4,2799,12,28548,0.666667,0.0333333,1,0.2,functional
DUPL,21,21,2339,10,0,4,2799,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,19,19,5045,15,0,4,2703,22,53812,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,5964,21,0,11,52690,22,53812,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,7086,16,0,11,52690,22,53812,0.253968,0.0247312,1,0.2,functional
 ,33,28,13999,10,0,4,8954,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,34,29,14002,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,35,26,15934,10,0,4,1932,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,36,25,15937,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,37,6,22350,10,0,4,6413,22,53812,0.285714,0.0190476,1,0.2,functional
 ,38,17,29544,10,0,4,7194,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,39,16,29547,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,30,21,32346,10,0,4,2799,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,31,20,32349,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,32,19,35052,15,0,4,2703,22,53812,0.333333,0.0222222,0.779528,0.2,functional
 ,28,28,37804,10,0,4,2752,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,29,29,37807,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,26,26,39739,10,0,4,1932,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,39742,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,6,6,46155,10,0,4,6413,22,53812,0.285714,0.0190476,1,0.2,functional
 ,17,17,53349,10,0,4,7194,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,53352,9,0,4,2799,22,53812,0.666667,0.0333333,1,0.2,functional
TRANS,21,21,2339,10,0,4,2799,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,38,38,5079,10,0,4,2737,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,39,39,5082,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,37,37,11968,10,0,4,6886,22,53812,0.285714,0.0190476,1,0.2,functional
 ,19,19,19128,15,0,4,7160,22,53812,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,20047,21,0,11,52690,22,53812,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,21169,16,0,11,52690,22,53812,0.253968,0.0247312,1,0.2,functional
 ,33,33,28082,10,0,4,8954,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,34,34,28085,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,35,35,30017,10,0,4,1932,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,36,36,30020,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,30,30,32346,10,0,4,2326,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,31,31,32349,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,32,32,35052,15,0,4,2703,22,53812,0.333333,0.0222222,0.779528,0.2,functional
 ,28,28,37804,10,0,4,2752,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,29,29,37807,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,26,26,39739,10,0,4,1932,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,39742,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,6,6,46155,10,0,4,6413,22,53812,0.285714,0.0190476,1,0.2,functional
 ,17,17,53349,10,0,4,7194,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,53352,9,0,4,2799,22,53812,0.666667,0.0333333,1,0.2,functional
TRANS,21,21,2339,10,0,4,2799,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,38,38,5079,10,0,4,2737,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,39,39,5082,9,0,4,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,37,37,11968,10,0,4,6886,22,53812,0.285714,0.0190476,1,0.2,functional
 ,36,36,20074,9,0,11,29890,22,53812,0.666667,0.0333333,1,0.2,functional
 ,35,35,20077,10,0,11,1932,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,34,34,22009,9,0,11,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,33,33,22012,10,0,11,8954,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,27,27,28925,16,0,4,16957,22,53812,0.253968,0.0247312,1,0.2,functional
 ,18,18,30047,21,0,4,1122,22,53812,0.365079,0.021164,0.753425,0.2,functional
 ,19,19,30966,15,0,11,5634,22,53812,0.333333,0.0222222,0.779528,0.2,functional
 ,25,25,36600,9,0,11,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,26,26,36603,10,0,11,1932,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,29,29,38535,9,0,11,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,28,28,38538,10,0,11,2752,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,32,32,41290,15,0,11,2703,22,53812,0.333333,0.0222222,0.779528,0.2,functional
 ,31,31,43993,9,0,11,3,22,53812,0.666667,0.0333333,1,0.2,functional
 ,30,30,43996,10,0,11,29890,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,46155,10,0,4,16108,22,53812,0.285714,0.0190476,1,0.2,functional
 ,17,17,53349,10,0,4,7194,22,53812,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,53352,9,0,4,2799,22,53812,0.666667,0.0333333,1,0.2,functional
DUPL,21,21,2339,10,0,4,2799,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,38,38,5079,10,0,4,2737,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,39,39,5082,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,37,37,11968,10,0,4,6886,22,59547,0.285714,0.0190476,1,0.2,functional
 ,36,36,20074,9,0,11,35625,22,59547,0.666667,0.0333333,1,0.2,functional
 ,35,35,20077,10,0,11,1932,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,34,34,22009,9,0,11,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,33,33,22012,10,0,11,8954,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,27,27,28925,16,0,4,16957,22,59547,0.253968,0.0247312,1,0.2,functional
 ,18,18,30047,21,0,4,1122,22,59547,0.365079,0.021164,0.753425,0.2,functional
 ,19,19,30966,15,0,11,5634,22,59547,0.333333,0.0222222,0.779528,0.2,functional
 ,25,25,36600,9,0,11,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,26,26,36603,10,0,11,1932,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,29,29,38535,9,0,11,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,28,28,38538,10,0,11,2752,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,32,32,41290,15,0,11,2703,22,59547,0.333333,0.0222222,0.779528,0.2,functional
 ,31,31,43993,9,0,11,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,30,30,43996,10,0,11,35625,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,6,6,51890,10,0,4,21843,22,59547,0.285714,0.0190476,1,0.2,functional
 ,17,17,59084,10,0,4,7194,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,59087,9,0,4,2799,22,59547,0.666667,0.0333333,1,0.2,functional
INV,21,21,2339,10,0,4,2799,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,38,38,5079,10,0,4,2737,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,39,39,5082,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,30,30,12839,10,0,4,7757,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,31,31,12842,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,32,32,15545,15,0,4,2703,22,59547,0.333333,0.0222222,0.779528,0.2,functional
 ,28,28,18297,10,0,4,2752,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,29,29,18300,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,26,26,20232,10,0,4,1932,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,20235,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,19,19,25869,15,0,4,5634,22,59547,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,26788,21,0,11,41468,22,59547,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,27910,16,0,11,16957,22,59547,0.253968,0.0247312,1,0.2,functional
 ,33,33,34823,10,0,4,8954,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,34,34,34826,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,35,35,36758,10,0,4,1932,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,36,36,36761,9,0,4,3,22,59547,0.666667,0.0333333,1,0.2,functional
 ,37,37,44867,10,0,11,41468,22,59547,0.285714,0.0190476,1,0.2,functional
 ,6,6,51890,10,0,4,21843,22,59547,0.285714,0.0190476,1,0.2,functional
 ,17,17,59084,10,0,4,7194,22,59547,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,59087,9,0,4,2799,22,59547,0.666667,0.0333333,1,0.2,functional
DUPL,21,21,2339,10,0,4,2799,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,38,38,5079,10,0,4,2737,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,39,39,5082,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,30,30,12839,10,0,4,7757,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,31,31,12842,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,32,32,15545,15,0,4,2703,28,88220,0.333333,0.0222222,0.779528,0.2,functional
 ,28,28,18297,10,0,4,2752,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,29,29,18300,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,26,26,20232,10,0,4,1932,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,25,25,20235,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,19,19,25869,15,0,4,5634,28,88220,0.333333,0.0222222,0.779528,0.2,functional
 ,18,18,26788,21,0,11,41468,28,88220,0.365079,0.021164,0.753425,0.2,functional
 ,27,27,27910,16,0,11,23321,28,88220,0.253968,0.0247312,1,0.2,functional
 ,33,33,34823,10,0,4,8954,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,34,34,34826,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,40,33,41187,10,0,4,6361,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,41,34,41190,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,42,35,43122,10,0,4,1932,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,43,36,43125,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,44,37,51231,10,0,11,22309,28,88220,0.285714,0.0190476,1,0.2,functional
 ,45,6,58254,10,0,4,15129,28,88220,0.285714,0.0190476,1,0.2,functional
 ,35,35,65431,10,0,4,7177,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,36,36,65434,9,0,4,3,28,88220,0.666667,0.0333333,1,0.2,functional
 ,37,37,73540,10,0,11,41468,28,88220,0.285714,0.0190476,1,0.2,functional
 ,6,6,80563,10,0,4,15129,28,88220,0.285714,0.0190476,1,0.2,functional
 ,17,17,87757,10,0,4,7194,28,88220,0.666667,0.0333333,-0.333333,0.2,functional
 ,16,16,87760,9,0,4,2799,28,88220,0.666667,0.0333333,1,0.2,functional
DEL,21,21,2339,10,0,4,2799,28,87827,0.666667,0.0333333,-0.333333,0.2,functional
 ,20,20,2342,9,0,4,3,28,87827,0.666667,0.0333333,1,0.2,functional
 ,38,38,5079,10,0,4,2737,28,87827,0.666667,0.0333333,-0.333333,0.2,functional
 ,39,39,5082,9,0,4,3,28,87827,0.666667,0.0333333,1,0.2,functional
 ,30,30,12839,10,0,4,7757,28,87827,0.666667,0.0333333,-0.333333,0.2,functional
 ,31,31,12842,9,0,4,3,28,87827,0.666667,0.0333333,1,0.2,functional
